1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
2391,NY,New York,7,H2NY00010,(I),Nydia M.,Velazquez,"Velazquez, Nydia M.",,WEP,Unopposed,,,,6327,0.0333192901153299,,,172146,0.90655642740534,W,
2392,NY,New York,7,H6NY12115,,Allan E.,Romaguera,"Romaguera, Allan E.",,R,Unopposed,,,,14941,0.0786823950708305,,,17478,0.0920427615988204,,
2393,NY,New York,7,H6NY12115,,Allan E.,Romaguera,"Romaguera, Allan E.",,CRV,Unopposed,,,,2537,0.0133603665279899,,,17478,0.0920427615988204,,
2394,NY,New York,7,n/a,,,Scattered,Scattered,,W,,,,,266,0.0014008109958397,,,,,,
2395,NY,New York,7,n/a,,,,,District Votes:,,16377,,,,189890,,,,,,,
2396,NY,New York,7,n/a,,,,,,,,,,,,,,,,,,
2397,NY,New York,8,H2NY10092,(I),Hakeem S.,Jeffries,"Jeffries, Hakeem S.",,D,Unopposed,,,,203235,0.88285122261656,,,214595,0.932198972211483,W,
2398,NY,New York,8,H2NY10092,(I),Hakeem S.,Jeffries,"Jeffries, Hakeem S.",,WF,Unopposed,,,,11360,0.0493477495949227,,,214595,0.932198972211483,W,
2399,NY,New York,8,H2NY09110,,Daniel J.,Cavanagh,"Cavanagh, Daniel J.",,CRV,Unopposed,,,,15401,0.0669018214358631,,,,,,
2400,NY,New York,8,n/a,,,Scattered,Scattered,,W,,,,,207,0.000899206352653962,,,,,,
2401,NY,New York,8,n/a,,,"Danza, Tony (Opportunity to Ballot)","Danza, Tony (Opportunity to Ballot)",,REF,1,0.5,,,,,,,,,,
2402,NY,New York,8,n/a,,Pamela Green (Opportunity to Ballot),Perkins,"Perkins, Pamela Green (Opportunity to Ballot)",,REF,1,0.5,,,,,,,,,,
2403,NY,New York,8,n/a,,,,,Party Votes:,REF,2,,,,,,,,,,,
2404,NY,New York,8,n/a,,,,,District Votes:,,2,,,,230203,,,,,,,
2405,NY,New York,8,n/a,,,,,,,,,,,,,,,,,,
2406,NY,New York,9,H4NY11138,(I),Yvette D.,Clarke,"Clarke, Yvette D.",,D,Unopposed,,,,198886,0.856920041017864,,,214189,0.922854533077115,W,
2407,NY,New York,9,H4NY11138,(I),Yvette D.,Clarke,"Clarke, Yvette D.",,WF,Unopposed,,,,15303,0.0659344920592519,,,214189,0.922854533077115,W,
2408,NY,New York,9,H2NY08120,,Alan,Bellone,"Bellone, Alan",,CRV,Unopposed,,,,17576,0.0757279378182978,,,,,,
2409,NY,New York,9,n/a,,,Scattered,Scattered,,W,,,,,329,0.00141752910458693,,,,,,
2410,NY,New York,9,n/a,,Maria R. (Opportunity to Ballot),Guastella,"Guastella, Maria R. (Opportunity to Ballot)",,REF,1,1,,,,,,,,,,
2411,NY,New York,9,n/a,,,,,Party Votes:,REF,1,,,,,,,,,,,
2412,NY,New York,9,n/a,,,,,District Votes:,,1,,,,232094,,,,,,,
2413,NY,New York,9,n/a,,,,,,,,,,,,,,,,,,
2414,NY,New York,10,H2NY17071,(I),Jerrold L.,Nadler,"Nadler, Jerrold L.",,D,27270,0.894802467515422,,,180117,0.730623668999087,,,192371,0.780330595274313,W,
2415,NY,New York,10,H6NY10127,,Mikhail Oliver,Rosenberg,"Rosenberg, Mikhail Oliver",,D,3206,0.105197532484578,,,,,,,,,,
2416,NY,New York,10,n/a,,,,,Party Votes:,D,30476,,,,,,,,,,,
2417,NY,New York,10,H2NY17071,(I),Jerrold L.,Nadler,"Nadler, Jerrold L.",,WF,Unopposed,,,,10471,0.0424743940776798,,,192371,0.780330595274313,W,
2418,NY,New York,10,H2NY17071,(I),Jerrold L.,Nadler,"Nadler, Jerrold L.",,WEP,Unopposed,,,,1783,0.00723253219754589,,,192371,0.780330595274313,W,
2419,NY,New York,10,H6NY10119,,Philip,Rosenthal,"Rosenthal, Philip",,R,Unopposed,,,,46275,0.187709157286279,,,53857,0.218464658756718,,
2420,NY,New York,10,H6NY10119,,Philip,Rosenthal,"Rosenthal, Philip",,CRV,Unopposed,,,,4646,0.0188459588277051,,,53857,0.218464658756718,,
2421,NY,New York,10,H6NY10119,,Philip,Rosenthal,"Rosenthal, Philip",,IDP,Unopposed,,,,2093,0.00849001115505527,,,53857,0.218464658756718,,
2422,NY,New York,10,H6NY10119,,Philip,Rosenthal,"Rosenthal, Philip",,SID,,,,,843,0.00341953148767873,,,53857,0.218464658756718,,
2423,NY,New York,10,n/a,,,Scattered,Scattered,,W,,,,,297,0.00120474596896866,,,,,,
2424,NY,New York,10,n/a,,,,,District Votes:,,30476,,,,246525,,,,,,,
2425,NY,New York,10,n/a,,,,,,,,,,,,,,,,,,
2426,NY,New York,11,H6NY11174,(I),Dan,Donovan,"Donovan, Dan",,R,Unopposed,,,,122606,0.527753027113814,,,142934,0.61525415703543,W,
2427,NY,New York,11,H6NY11174,(I),Dan,Donovan,"Donovan, Dan",,CRV,Unopposed,,,,12824,0.0552004373334711,,,142934,0.61525415703543,W,
2428,NY,New York,11,H6NY11174,(I),Dan,Donovan,"Donovan, Dan",,IDP,Unopposed,,,,5636,0.0242599551474924,,,142934,0.61525415703543,W,
2429,NY,New York,11,H6NY11174,(I),Dan,Donovan,"Donovan, Dan",,REF,Unopposed,,,,1868,0.00804073744065221,,,142934,0.61525415703543,W,
2430,NY,New York,11,H6NY11216,,Richard A.,Reichard,"Reichard, Richard A.",,D,Unopposed,,,,85257,0.366985627397048,,,,,,
2431,NY,New York,11,H2NY13062,,Henry J.,Bardel,"Bardel, Henry J.",,GRE,Unopposed,,,,3906,0.0168132336419634,,,,,,
2432,NY,New York,11,n/a,,,Scattered,Scattered,,W,,,,,220,0.000946981925558612,,,,,,
2433,NY,New York,11,n/a,,,,,District Votes:,,,,,,232317,,,,,,,
2434,NY,New York,11,n/a,,,,,,,,,,,,,,,,,,
2435,NY,New York,12,H2NY14037,(I),Carolyn B.,Maloney,"Maloney, Carolyn B.",,D,15101,0.901283199045061,,,230153,0.782644327390324,,,244358,0.830948988509578,W,
2436,NY,New York,12,H6NY12131,,Peter,Lindner,"Lindner, Peter",,D,1654,0.0987168009549388,,,,,,,,,,
2437,NY,New York,12,n/a,,,,,Party Votes:,D,16755,,,,,,,,,,,
2438,NY,New York,12,H2NY14037,(I),Carolyn B.,Maloney,"Maloney, Carolyn B.",,WF,Unopposed,,,,14205,0.0483046611192535,,,244358,0.830948988509578,W,
2439,NY,New York,12,H6NY12149,,Robert,Ardini,"Ardini, Robert",,R,Unopposed,,,,49399,0.167983242142204,,,,,,
2440,NY,New York,12,n/a,,,Scattered,Scattered,,W,,,,,314,0.00106776934821863,,,,,,
2441,NY,New York,12,n/a,,Ivanka (Opportunity to Ballot),Trump,"Trump, Ivanka (Opportunity to Ballot)",,REF,2,0.4,,,,,,,,,,
2442,NY,New York,12,H6NY12149,,Robert (Opportunity to Ballot),Ardini,"Ardini, Robert (Opportunity to Ballot)",,REF,1,0.2,,,,,,,,,,
2443,NY,New York,12,n/a,,Ronald (Opportunity to Ballot),Pichler,"Pichler, Ronald (Opportunity to Ballot)",,REF,1,0.2,,,,,,,,,,
2444,NY,New York,12,n/a,,Donald M. (Opportunity to Ballot),Sachs,"Sachs, Donald M. (Opportunity to Ballot)",,REF,1,0.2,,,,,,,,,,
2445,NY,New York,12,n/a,,,,,Party Votes:,REF,5,,,,,,,,,,,
2446,NY,New York,12,n/a,,,,,District Votes:,,16760,,,,294071,,,,,,,
2447,NY,New York,12,n/a,,,,,,,,,,,,,,,,,,
2448,NY,New York,13,H2NY13096,,Adriano,Espaillat,"Espaillat, Adriano",,D,16377,0.359799635301096,,,207194,0.8864407432285,,,,,W,
2449,NY,New York,13,H6NY13105,,Keith L. T.,Wright,"Wright, Keith L. T.",,D,15528,0.341147263659732,,,,,,,,,,
2450,NY,New York,13,H2NY15109,,Clyde E.,Williams,"Williams, Clyde E.",,D,5003,0.109914976821847,,,,,,,,,,
2451,NY,New York,13,H4NY15071,,Adam Clayton,Powell,"Powell, Adam Clayton",,D,2986,0.0656018630401828,,,,,,,,,,
2452,NY,New York,13,H6NY13162,,Guillermo,Linares,"Linares, Guillermo",,D,2504,0.0550124129446141,,,,,,,,,,
2453,NY,New York,13,H6NY13113,,Suzan D.,Johnson-Cook,"Johnson-Cook, Suzan D.",,D,2341,0.0514313333479799,,,,,,,,,,
2454,NY,New York,13,H6NY13097,,Michael,Gallagher,"Gallagher, Michael",,D,435,0.00955686886218336,,,,,,,,,,
2455,NY,New York,13,H4NY10098,,Sam,Sloan,"Sloan, Sam",,D,227,0.00498714765911637,,,,,,,,,,
2456,NY,New York,13,H6NY13196,,Yohanny M.,Caceres,"Caceres, Yohanny M.",,D,116,0.0025484983632489,,,,,,,,,,
2457,NY,New York,13,n/a,,,,,Party Votes:,D,45517,,,,,,,,,,,
2458,NY,New York,13,H6NY13154,,"Robert A., Jr.",Evans,"Evans, Robert A., Jr.",,R,Unopposed,,,,13129,0.0561699688110997,,,16089,0.0688337747126043,,
2459,NY,New York,13,H6NY13154,,"Robert A., Jr.",Evans,"Evans, Robert A., Jr.",,IDP,Unopposed,,,,2960,0.0126638059015047,,,16089,0.0688337747126043,,
2460,NY,New York,13,H4NY13076,,Daniel Vila,Rivera,"Rivera, Daniel Vila",,GRE,Unopposed,,,,8248,0.0352875240120306,,,,,,
2461,NY,New York,13,H6NY13170,,Scott Lloyd,Fenstermaker,"Fenstermaker, Scott Lloyd",,TGP,,,,,1877,0.00803039313416361,,,,,,
2462,NY,New York,13,n/a,,,Scattered,Scattered,,W,,,,,329,0.00140756491270103,,,,,,
2463,NY,New York,13,H2NY13096,,Adriano (Opportunity to Ballot),Espaillat,"Espaillat, Adriano (Opportunity to Ballot)",,REF,1,0.5,,,,,,,,,,
2464,NY,New York,13,H2NY15109,,Clyde E. (Opportunity to Ballot),Williams,"Williams, Clyde E. (Opportunity to Ballot)",,REF,1,0.5,,,,,,,,,,
2465,NY,New York,13,n/a,,,,,Party Votes:,REF,2,,,,,,,,,,,
2466,NY,New York,13,n/a,,,,,District Votes:,,45519,,,,233737,,,,,,,
2467,NY,New York,13,n/a,,,,,,,,,,,,,,,,,,
2468,NY,New York,14,H8NY07046,(I),Joseph,Crowley,"Crowley, Joseph",,D,Unopposed,,,,138367,0.775934680327271,,,147587,0.827638610835394,W,
2469,NY,New York,14,H8NY07046,(I),Joseph,Crowley,"Crowley, Joseph",,WEP,Unopposed,,,,1903,0.010671646394464,,,147587,0.827638610835394,W,
2470,NY,New York,14,H8NY07046,(I),Joseph,Crowley,"Crowley, Joseph",,WF,Unopposed,,,,7317,0.0410322841136589,,,147587,0.827638610835394,W,
2471,NY,New York,14,H6NY14244,,Frank J.,Spotorno,"Spotorno, Frank J.",,R,Unopposed,,,,26891,0.150799392114309,,,30545,0.171290299064058,,
2472,NY,New York,14,H6NY14244,,Frank J.,Spotorno,"Spotorno, Frank J.",,CRV,Unopposed,,,,3654,0.0204909069497485,,,30545,0.171290299064058,,
2473,NY,New York,14,n/a,,,Scattered,Scattered,,W,,,,,191,0.00107109010054788,,,,,,
2474,NY,New York,14,n/a,,,,,District Votes:,,,,,,178323,,,,,,,
2475,NY,New York,14,n/a,,,,,,,,,,,,,,,,,,
2476,NY,New York,15,H0NY18065,(I),Jose E.,Serrano,"Serrano, Jose E.",,D,9334,0.892266513717618,,,165688,0.952032912730699,,,,,W,
2477,NY,New York,15,H6NY15134,,Leonel,Baez,"Baez, Leonel",,D,1127,0.107733486282382,,,,,,,,,,
2478,NY,New York,15,n/a,,,,,Party Votes:,D,10461,,,,,,,,,,,
2479,NY,New York,15,H6NY15142,,Alejandro,Vega,"Vega, Alejandro",,R,Unopposed,,,,6129,0.0352168516858581,,,,,,
2480,NY,New York,15,H4NY15121,,Eduardo,Ramirez,"Ramirez, Eduardo",,CRV,Unopposed,,,,2104,0.0120894527569009,,,,,,
2481,NY,New York,15,n/a,,,Scattered,Scattered,,W,,,,,115,0.000660782826541635,,,,,,
2482,NY,New York,15,n/a,,,,,District Votes:,,10461,,,,174036,,,,,,,
2483,NY,New York,15,n/a,,,,,,,,,,,,,,,,,,
2484,NY,New York,16,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",,D,Unopposed,,,,198811,0.894618188363407,,,209857,0.944323448679296,W,
2485,NY,New York,16,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",,WEP,Unopposed,,,,2528,0.0113756018539351,,,209857,0.944323448679296,W,
2486,NY,New York,16,H8NY19058,(I),Eliot L.,Engel,"Engel, Eliot L.",,WF,Unopposed,,,,8518,0.0383296584619538,,,209857,0.944323448679296,W,
2487,NY,New York,16,H6NY16132,,Derickson K.,Lawrence,"Lawrence, Derickson K.",,PCC,,,,,11825,0.053210637627683,,,,,,
2488,NY,New York,16,n/a,,,Scattered,Scattered,,W,,,,,548,0.00246591369302074,,,,,,
2489,NY,New York,16,n/a,,,,,District Votes:,,,,,,222230,,,,,,,
2490,NY,New York,16,n/a,,,,,,,,,,,,,,,,,,
2491,NY,New York,17,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",,D,Unopposed,,,,193819,0.894886534155182,,,214530,0.990511808296974,W,
2492,NY,New York,17,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",,WEP,Unopposed,,,,5005,0.0231087102061546,,,214530,0.990511808296974,W,
2493,NY,New York,17,H8NY20056,(I),Nita M.,Lowey,"Lowey, Nita M.",,WF,Unopposed,,,,15706,0.0725165639356373,,,214530,0.990511808296974,W,
2494,NY,New York,17,n/a,,,Scattered,Scattered,,W,,,,,2055,0.00948819170302653,,,,,,
2495,NY,New York,17,n/a,,,,,District Votes:,,,,,,216585,,,,,,,
2496,NY,New York,17,n/a,,,,,,,,,,,,,,,,,,
2497,NY,New York,18,H2NY22139,(I),Sean Patrick,Maloney,"Maloney, Sean Patrick",,D,Unopposed,,,,140951,0.483492095071812,,,162060,0.555900482631111,W,
2498,NY,New York,18,H2NY22139,(I),Sean Patrick,Maloney,"Maloney, Sean Patrick",,IDP,Unopposed,,,,10356,0.0355232962984561,,,162060,0.555900482631111,W,
2499,NY,New York,18,H2NY22139,(I),Sean Patrick,Maloney,"Maloney, Sean Patrick",,WEP,Unopposed,,,,1982,0.00679868416990536,,,162060,0.555900482631111,W,
2500,NY,New York,18,H2NY22139,(I),Sean Patrick,Maloney,"Maloney, Sean Patrick",,WF,Unopposed,,,,8771,0.0300864070909384,,,162060,0.555900482631111,W,
2501,NY,New York,18,H6NY18203,,Phil,Oliva,"Oliva, Phil",,R,3574,0.570015948963317,,,111117,0.381155090266082,,,129369,0.443763356395806,,
2502,NY,New York,18,H6NY18195,,Kenneth,Del Vecchio,"Del Vecchio, Kenneth",,R,2696,0.429984051036683,,,,,,,,,,
2503,NY,New York,18,n/a,,,,,Party Votes:,R,6270,,,,,,,,,,,
2504,NY,New York,18,H6NY18203,,Phil,Oliva,"Oliva, Phil",,CRV,Unopposed,,,,16968,0.0582038713395329,,,129369,0.443763356395806,,
2505,NY,New York,18,H6NY18203,,Phil,Oliva,"Oliva, Phil",,REF,Unopposed,,,,1284,0.00440439479019096,,,129369,0.443763356395806,,
2506,NY,New York,18,n/a,,,Scattered,Scattered,,W,,,,,98,0.000336160973083111,,,,,,
2507,NY,New York,18,n/a,,,,,District Votes:,,6270,,,,291527,,,,,,,
2508,NY,New York,18,n/a,,,,,,,,,,,,,,,,,,
2509,NY,New York,19,H6NY19169,,John J.,Faso,"Faso, John J.",,R,10922,0.675239567233385,,,135905,0.44180368903886,,,166171,0.540193229176826,W,
2510,NY,New York,19,H6NY19193,,Andrew,Heaney,"Heaney, Andrew",,R,5253,0.324760432766615,,,,,,,,,,
2511,NY,New York,19,n/a,,,,,Party Votes:,R,16175,,,,,,,,,,,
2512,NY,New York,19,H6NY19169,,John J.,Faso,"Faso, John J.",,CRV,Unopposed,,,,21353,0.0694149160961465,,,166171,0.540193229176826,W,
2513,NY,New York,19,H6NY19169,,John J.,Faso,"Faso, John J.",,IDP,Unopposed,,,,8028,0.0260976418498508,,,166171,0.540193229176826,W,
2514,NY,New York,19,H6NY19169,,John J.,Faso,"Faso, John J.",,REF,Unopposed,,,,885,0.00287698219196786,,,166171,0.540193229176826,W,
2515,NY,New York,19,H6NY19243,,Zephyr,Teachout,"Teachout, Zephyr",,D,13801,0.712787935130668,,,125956,0.409461207877405,,,141224,0.459094839636688,,
2516,NY,New York,19,H6NY19235,,Will,Yandik,"Yandik, Will",,D,5561,0.287212064869332,,,,,,,,,,
2517,NY,New York,19,n/a,,,,,Party Votes:,D,19362,,,,,,,,,,,
2518,NY,New York,19,H6NY19243,,Zephyr,Teachout,"Teachout, Zephyr",,WF,Unopposed,,,,15268,0.0496336317592827,,,141224,0.459094839636688,,
2519,NY,New York,19,n/a,,,Scattered,Scattered,,W,,,,,219,0.000711931186486961,,,,,,
2520,NY,New York,19,n/a,,,,,District Votes:,,35537,,,,307614,,,,,,,
2521,NY,New York,19,n/a,,,,,,,,,,,,,,,,,,
2522,NY,New York,20,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",,D,Unopposed,,,,188426,0.600199401794616,,,213018,0.678533090823377,W,
2523,NY,New York,20,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",,WF,Unopposed,,,,10929,0.034812495421085,,,213018,0.678533090823377,W,
2524,NY,New York,20,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",,IDP,Unopposed,,,,10626,0.0338473397698279,,,213018,0.678533090823377,W,
2525,NY,New York,20,H8NY21203,(I),Paul D.,Tonko,"Tonko, Paul D.",,WEP,Unopposed,,,,3037,0.00967385383784748,,,213018,0.678533090823377,W,
2526,NY,New York,20,H6NY20209,,Joe,Vitollo,"Vitollo, Joe",,R,Unopposed,,,,83321,0.265405062766971,,,100740,0.320890364051615,,
2527,NY,New York,20,H6NY20209,,Joe,Vitollo,"Vitollo, Joe",,CRV,Unopposed,,,,15911,0.0506818203536356,,,100740,0.320890364051615,,
2528,NY,New York,20,H6NY20209,,Joe,Vitollo,"Vitollo, Joe",,REF,Unopposed,,,,1508,0.00480348093100889,,,100740,0.320890364051615,,
2529,NY,New York,20,n/a,,,Scattered,Scattered,,W,,,,,181,0.000576545125008362,,,,,,
2530,NY,New York,20,n/a,,,,,District Votes:,,,,,,313939,,,,,,,
2531,NY,New York,20,n/a,,,,,,,,,,,,,,,,,,
2532,NY,New York,21,H4NY21079,(I),Elise M.,Stefanik,"Stefanik, Elise M.",,R,Unopposed,,,,152597,0.55977124494692,,,177886,0.652538828932599,W,
2533,NY,New York,21,H4NY21079,(I),Elise M.,Stefanik,"Stefanik, Elise M.",,CRV,Unopposed,,,,15526,0.0569539922085354,,,177886,0.652538828932599,W,
2534,NY,New York,21,H4NY21079,(I),Elise M.,Stefanik,"Stefanik, Elise M.",,IDP,Unopposed,,,,8799,0.0322773526628174,,,177886,0.652538828932599,W,
2535,NY,New York,21,H4NY21079,(I),Elise M.,Stefanik,"Stefanik, Elise M.",,REF,Unopposed,,,,964,0.00353623911432617,,,177886,0.652538828932599,W,
2536,NY,New York,21,H6NY21132,,Mike,Derrick,"Derrick, Mike",,D,Unopposed,,,,75965,0.278662245145008,,,82161,0.301391018539577,,
2537,NY,New York,21,H6NY21132,,Mike,Derrick,"Derrick, Mike",,WF,Unopposed,,,,6196,0.0227287733945695,,,82161,0.301391018539577,,
2538,NY,New York,21,H4NY21111,,Matthew J.,Funiciello,"Funiciello, Matthew J.",,GRE,Unopposed,,,,12452,0.0456776446593252,,,,,,
2539,NY,New York,21,n/a,,,Scattered,Scattered,,W,,,,,107,0.000392507868498859,,,,,,
2540,NY,New York,21,n/a,,,,,District Votes:,,,,,,272606,,,,,,,
2541,NY,New York,21,n/a,,,,,,,,,,,,,,,,,,
2542,NY,New York,22,H4NY22051,,Claudia,Tenney,"Tenney, Claudia",,R,9549,0.410709677419355,,,113287,0.406730310091157,,,129444,0.464738215853891,W,
2543,NY,New York,22,H6NY22114,,Steven M.,Wells,"Wells, Steven M.",,R,7985,0.343440860215054,,,,,,,,,,
2544,NY,New York,22,H6NY22098,,George K.,Phillips,"Phillips, George K.",,R,5716,0.245849462365591,,,,,,,,,,
2545,NY,New York,22,n/a,,,,,Party Votes:,R,23250,,,,,,,,,,,
2546,NY,New York,22,H4NY22051,,Claudia,Tenney,"Tenney, Claudia",,CRV,Unopposed,,,,16157,0.0580079057627338,,,129444,0.464738215853891,W,
2547,NY,New York,22,H6NY22130,,Kim A.,Myers,"Myers, Kim A.",,D,Unopposed,,,,102734,0.368842247362053,,,114266,0.410245179172157,,
2548,NY,New York,22,H6NY22130,,Kim A.,Myers,"Myers, Kim A.",,WF,Unopposed,,,,11532,0.0414029318101037,,,114266,0.410245179172157,,
2549,NY,New York,22,H6NY22148,,Martin (Opportunity to Ballot),Babinec,"Babinec, Martin (Opportunity to Ballot)",,REF,21,0.75,,,24595,0.0883025587816078,,,34638,0.124359586545124,,
2550,NY,New York,22,H4NY22051,,Claudia,Tenney,"Tenney, Claudia",,REF,6,0.214285714285714,,,,,,,,,,
2551,NY,New York,22,H6NY22098,,George K. (Opportunity to Ballot),Phillips,"Phillips, George K. (Opportunity to Ballot)",,REF,1,0.0357142857142857,,,,,,,,,,
2552,NY,New York,22,n/a,,,,,Party Votes:,REF,28,,,,,,,,,,,
2553,NY,New York,22,H6NY22148,,Martin,Babinec,"Babinec, Martin",,UPJ,,,,,10043,0.0360570277635165,,,34638,0.124359586545124,,
2554,NY,New York,22,n/a,,,Scattered,Scattered,,W,,,,,183,0.000657018428828389,,,,,,
2555,NY,New York,22,n/a,,,,,District Votes:,,23278,,,,278531,,,,,,,
2556,NY,New York,22,n/a,,,,,,,,,,,,,,,,,,
2557,NY,New York,23,H0NY29054,(I),"Thomas W., II",Reed,"Reed, Thomas W., II",,R,Unopposed,,,,136964,0.489620533719413,,,161050,0.575723452553309,W,
2558,NY,New York,23,H0NY29054,(I),"Thomas W., II",Reed,"Reed, Thomas W., II",,CRV,Unopposed,,,,16420,0.0586984109961213,,,161050,0.575723452553309,W,
2559,NY,New York,23,H0NY29054,(I),"Thomas W., II",Reed,"Reed, Thomas W., II",,REF,Unopposed,,,,876,0.00313153520295994,,,161050,0.575723452553309,W,
2560,NY,New York,23,H0NY29054,(I),"Thomas W., II",Reed,"Reed, Thomas W., II",,IDP,Unopposed,,,,6790,0.0242729726348151,,,161050,0.575723452553309,W,
2561,NY,New York,23,H6NY23518,,John F.,Plumb,"Plumb, John F.",,D,Unopposed,,,,106600,0.38107494593097,,,118584,0.423915491447263,,
2562,NY,New York,23,H6NY23518,,John F.,Plumb,"Plumb, John F.",,WF,Unopposed,,,,11984,0.0428405455162922,,,118584,0.423915491447263,,
2563,NY,New York,23,n/a,,,Scattered,Scattered,,W,,,,,101,0.00036105599942803,,,,,,
2564,NY,New York,23,n/a,,,,,District Votes:,,,,,,279735,,,,,,,
2565,NY,New York,23,n/a,,,,,,,,,,,,,,,,,,
2566,NY,New York,24,H4NY24073,(I),John M.,Katko,"Katko, John M.",,R,Unopposed,,,,150330,0.497591976565215,,,182761,0.604938516789964,W,
2567,NY,New York,24,H4NY24073,(I),John M.,Katko,"Katko, John M.",,CRV,Unopposed,,,,20399,0.06752064611158,,,182761,0.604938516789964,W,
2568,NY,New York,24,H4NY24073,(I),John M.,Katko,"Katko, John M.",,IDP,Unopposed,,,,10931,0.0361815864819688,,,182761,0.604938516789964,W,
2569,NY,New York,24,H4NY24073,(I),John M.,Katko,"Katko, John M.",,REF,Unopposed,,,,1101,0.00364430763120004,,,182761,0.604938516789964,W,
2570,NY,New York,24,H6NY24177,,Colleen,Deacon,"Deacon, Colleen",,D,6517,0.498699112335476,,,110550,0.36592026215183,,,119040,0.394022143885606,,
2571,NY,New York,24,H6NY24169,,Eric,Kingson,"Kingson, Eric",,D,3994,0.305632078359351,,,,,,,,,,
2572,NY,New York,24,H6NY24185,,Steve,Williams,"Williams, Steve",,D,2557,0.195668809305173,,,,,,,,,,
2573,NY,New York,24,n/a,,,,,Party Votes:,D,13068,,,,,,,,,,,
2574,NY,New York,24,H6NY24177,,Colleen,Deacon,"Deacon, Colleen",,WF,,,,,8490,0.0281018817337769,,,119040,0.394022143885606,,
2575,NY,New York,24,n/a,,,Scattered,Scattered,,W ,,,,,314,0.00103933932442944,,,,,,
2576,NY,New York,24,n/a,,,,,District Votes:,,13068,,,,302115,,,,,,,
2577,NY,New York,24,n/a,,,,,,,,,,,,,,,,,,
2578,NY,New York,25,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",,D,Unopposed,,,,168660,0.517630305280959,,,182950,0.561487396840694,W,
2579,NY,New York,25,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",,WEP,Unopposed,,,,4095,0.0125678649361172,,,182950,0.561487396840694,W,
2580,NY,New York,25,H6NY03031,(I),Louise M.,Slaughter,"Slaughter, Louise M.",,WF,Unopposed,,,,10195,0.0312892266236178,,,182950,0.561487396840694,W,
2581,NY,New York,25,H4NY29098,,Mark W.,Assini,"Assini, Mark W.",,R,Unopposed,,,,113840,0.349383576148371,,,142650,0.437803646675731,,
2582,NY,New York,25,H4NY29098,,Mark W.,Assini,"Assini, Mark W.",,CRV,Unopposed,,,,20883,0.064091507560668,,,142650,0.437803646675731,,
2583,NY,New York,25,H4NY29098,,Mark W.,Assini,"Assini, Mark W.",,IDP,Unopposed,,,,6856,0.0210415829064761,,,142650,0.437803646675731,,
2584,NY,New York,25,H4NY29098,,Mark W.,Assini,"Assini, Mark W.",,REF,Unopposed,,,,1071,0.00328698006021527,,,142650,0.437803646675731,,
2585,NY,New York,25,n/a,,,Scattered,Scattered,,W,,,,,231,0.000708956483575841,,,,,,
2586,NY,New York,25,n/a,,,,,District Votes:,,,,,,325831,,,,,,,
2587,NY,New York,25,n/a,,,,,,,,,,,,,,,,,,
2588,NY,New York,26,H4NY27076,(I),Brian,Higgins,"Higgins, Brian",,D,Unopposed,,,,195322,0.676606195809186,,,215289,0.745772986604498,W,
2589,NY,New York,26,H4NY27076,(I),Brian,Higgins,"Higgins, Brian",,WEP,Unopposed,,,,3829,0.0132638674791031,,,215289,0.745772986604498,W,
2590,NY,New York,26,H4NY27076,(I),Brian,Higgins,"Higgins, Brian",,WF,Unopposed,,,,16138,0.0559029233162094,,,215289,0.745772986604498,W,
2591,NY,New York,26,H6NY26115,,Shelly,Schratz,"Schratz, Shelly",,R,Unopposed,,,,56930,0.197208664294944,,,73377,0.2541819806775,,
2592,NY,New York,26,H6NY26115,,Shelly,Schratz,"Schratz, Shelly",,CRV,Unopposed,,,,16447,0.0569733163825564,,,73377,0.2541819806775,,
2593,NY,New York,26,n/a,,,Scattered,Scattered,,W,,,,,13,4.50327180016558E-05,,,,,,
2594,NY,New York,26,n/a,,,,,District Votes:,,,,,,288679,,,,,,,
2595,NY,New York,26,n/a,,,,,,,,,,,,,,,,,,
2596,NY,New York,27,H8NY29032,(I),Chris,Collins,"Collins, Chris",,R,Unopposed,,,,175509,0.533771885806046,,,220885,0.671772974584029,W,
2597,NY,New York,27,H8NY29032,(I),Chris,Collins,"Collins, Chris",,CRV,Unopposed,,,,34292,0.104291549197254,,,220885,0.671772974584029,W,
